계급,직렬,지역,부대,임용예정일
9급,시설,포천,5군단,2022.12.12
9급,시설,남양주,동원전력사(남양주),2022.12.12
9급,시설,양구,21사단,2022.12.12
9급,시설,서울,수도방위사령부,2022.12.12
9급,시설,남양주,동원전력사(남양주),2022.12.12
9급,시설,시흥,1군지사(시흥),2022.12.12
9급,시설,서울,육군사관학교,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,인제,3군단,2022.12.12
9급,시설,인제,3군단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,양구,21사단,2022.12.12
9급,시설,파주,1군단(파주),2022.12.12
9급,시설,안양,수도방위사령부(안양),2022.12.12
9급,시설,파주,1군단(파주),2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,양주,28사단,2022.12.12
9급,시설,양평,1군지사(양평),2022.12.12
9급,시설,안양,수도군단,2022.12.12
9급,시설,원주,1군지사,2022.12.12
9급,시설,이천,종합정비창(이천),2022.12.12
9급,시설,이천,7공병여단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,파주,1군단(파주),2022.12.12
9급,시설,안양,수도방위사령부(안양),2022.12.12
9급,시설,양주,28사단,2022.12.12
9급,시설,서울,수도방위사령부,2022.12.12
9급,시설,양주,72사단,2022.12.12
9급,시설,서울,수도방위사령부,2022.12.12
9급,시설,양평,1군지사(양평),2022.12.12
9급,시설,대전,2작전사(대전),2022.12.12
9급,시설,인천,1군지사(인천),2022.12.12
9급,시설,홍천,종합군수학교(홍천),2022.12.12
9급,시설,인천,9공수여단,2022.12.12
9급,시설,양평,1군지사(양평),2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,양주,28사단,2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,과천,1방공여단,2022.12.12
9급,시설,가평,종합군수학교(가평),2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,대전,육군대학,2022.12.12
9급,시설,인천,종합보급창(인천),2022.12.12
9급,시설,양평,11기동사단(양평),2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,세종,32사단,2022.12.12
9급,시설,이천,특전사,2022.12.12
9급,시설,원주,미사일전략사,2022.12.12
9급,시설,괴산,학생군사학교,2022.12.12
9급,시설,화천,7사단,2022.12.12
9급,시설,대전,2작전사(대전),2022.12.12
9급,시설,장성,교육사(장성),2022.12.12
9급,시설,양평,11기동사단(양평),2022.12.12
9급,시설,연천,5사단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,전남 광주,31사단,2022.12.12
9급,시설,경기 광주,특수전학교,2022.12.12
9급,시설,인제,3군단,2022.12.12
9급,시설,원주,미사일전략사,2022.12.12
9급,시설,철원,3사단,2022.12.12
9급,시설,익산,부사관학교,2022.12.12
9급,시설,장성,교육사(장성),2022.12.12
9급,시설,홍천,3기갑여단,2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,파주,1군단(파주),2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,이천,종합정비창(이천),2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,서울,수도방위사령부,2022.12.12
9급,시설,전남 광주,31사단,2022.12.12
9급,시설,가평,66사단,2022.12.12
9급,시설,대구,2작전사,2022.12.12
9급,시설,이천,항공사령부,2022.12.12
9급,시설,세종,32사단,2022.12.12
9급,시설,이천,특전사,2022.12.12
9급,시설,논산,육군훈련소,2022.12.12
9급,시설,함안,39사단,2022.12.12
9급,시설,연천,5사단,2022.12.12
9급,시설,세종,32사단,2022.12.12
9급,시설,파주,1군단(파주),2022.12.12
9급,시설,장성,교육사(장성),2022.12.12
9급,시설,이천,항공사령부,2022.12.12
9급,시설,이천,특전사,2022.12.12
9급,시설,서울,수도방위사령부,2022.12.12
9급,시설,영천,육군3사관학교,2022.12.12
9급,시설,부산,53사단,2022.12.12
9급,시설,연천,5사단,2022.12.12
9급,시설,대전,2작전사(대전),2022.12.12
9급,시설,남양주,1군지사(남양주),2022.12.12
9급,시설,안양,수도방위사령부(안양),2022.12.12
9급,시설,인천,종합보급창(인천),2022.12.12
9급,시설,대구,2작전사,2022.12.12
9급,시설,세종,방공학교,2022.12.12
9급,시설,강릉,1군지사(강릉),2022.12.12
9급,시설,세종,방공학교,2022.12.12
9급,시설,제주,특전사(제주),2022.12.12
9급,시설,장성,교육사(장성),2022.12.12
9급,시설,부산,53사단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,양주,28사단,2022.12.12
9급,시설,부산,종합보급창(부산),2022.12.12
9급,시설,화천,7사단,2022.12.12
9급,시설,창원,종합정비창,2022.12.12
9급,시설,전남 광주,31사단,2022.12.12
9급,시설,세종,32사단,2022.12.12
9급,시설,홍천,20기갑여단,2022.12.12
9급,시설,가평,66사단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,연천,지상작전사(연천),2022.12.12
9급,시설,영동,탄약사(영동),2022.12.12
9급,시설,경기 광주,특수전학교,2022.12.12
9급,시설,포천,5군단,2022.12.12
9급,시설,연천,5사단,2022.12.12
9급,시설,강원 고성,22사단,2022.12.12
9급,시설,장성,교육사(장성),2022.12.12
9급,시설,세종,탄약사(세종),2022.12.12
9급,영상,양주,5기갑여단,2022.12.12
9급,영상,남양주,동원전력사(남양주),2022.12.12
9급,영상,포천,1기갑여단,2022.12.12
9급,영상,양구,21사단,2022.12.12
9급,영상,장성,상무대근무지원단,2022.12.12
9급,영상,양주,72사단,2022.12.12
9급,영상,홍천,20기갑여단,2022.12.12
9급,영상,가평,66사단,2022.12.12
9급,영상,대전,탄약사,2022.12.12
9급,영상,홍천,3기갑여단,2022.12.12
9급,영상,고양,60사단,2022.12.12
9급,영상,논산,육군훈련소,2022.12.12
9급,영상,화천,7사단,2022.12.12
9급,영상,가평,수기사단,2022.12.12
9급,영상,남양주,동원전력사(남양주),2022.12.12
9급,영상,세종,종합보급창,2022.12.12
9급,영상,원주,1군지사,2022.12.12
9급,영양관리,포천,6사단,2022.12.12
9급,영양관리,원주,미사일전략사,2022.12.12
9급,영양관리,이천,7군단,2022.12.12
9급,영양관리,구리,7군단(구리),2022.12.12
9급,영양관리,가평,수기사단,2022.12.12
9급,영양관리,세종,32사단,2022.12.12
9급,영양관리,익산,부사관학교,2022.12.12
9급,영양관리,천안,탄약사(천안),2022.12.12
9급,영양관리,대전,종합군수학교,2022.12.12
9급,영양관리,파주,1군단(파주),2022.12.12
9급,용접,논산,육군훈련소,2022.12.12
9급,용접,세종,종합보급창,2022.12.12
9급,용접,양주,1군지사(양주),2022.12.12
9급,용접,양주,1군지사(양주),2022.12.12
9급,용접,춘천,2군수지원여단,2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,시흥,52사단(시흥),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,세종,종합보급창,2022.12.12
9급,유도무기,고양,1군수지원여단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,고양,56사단,2022.12.12
9급,유도무기,고양,1군수지원여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,양평,미사일전략사(양평),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,과천,수도방위사령부(과천),2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,인천,수도군단(인천),2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,음성,미사일전략사(음성),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,논산,항공정비여단(논산),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,임실,35사단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,강릉,1군지사(강릉),2022.12.12
9급,유도무기,강릉,1군지사(강릉),2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,용인,항공정비여단(용인),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,이천,1항공여단(이천),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,원주,36사단,2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,음성,미사일전략사(음성),2022.12.12
9급,유도무기,파주,1군수지원여단(파주),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,용인,항공정비여단(용인),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,원주,항공정비여단(원주),2022.12.12
9급,유도무기,논산,항공정비여단(논산),2022.12.12
9급,유도무기,남양주,지상작전사(남양주),2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,음성,미사일전략사(음성),2022.12.12
9급,유도무기,세종,32사단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,하남,1항공여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,논산,항공정비여단(논산),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,과천,수도방위사령부(과천),2022.12.12
9급,유도무기,제천,미사일전략사(제천),2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,인제,3군수지원여단,2022.12.12
9급,유도무기,춘천,2군수지원여단,2022.12.12
9급,유도무기,용인,항공정비여단(용인),2022.12.12
9급,유도무기,증평,37사단,2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,양주,1군지사(양주),2022.12.12
9급,유도무기,경기 광주,미사일전략사(경기 광주),2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,유도무기,포천,5군단,2022.12.12
9급,의공,세종,32사단,2022.12.12
9급,의공,춘천,2군수지원여단,2022.12.12
9급,의공,강릉,1군지사(강릉),2022.12.12
9급,의공,증평,37사단,2022.12.12
9급,의공,증평,37사단,2022.12.12
9급,의공,임실,35사단,2022.12.12
9급,의공,부산,53사단,2022.12.12
9급,의공,인제,3군수지원여단,2022.12.12
9급,의공,대구,50사단,2022.12.12
9급,의공,인제,3군수지원여단,2022.12.12
9급,의공,함안,39사단,2022.12.12
9급,의공,부산,53사단,2022.12.12
9급,의공,장성,5군지사(장성),2022.12.12
9급,의공,창원,종합정비창,2022.12.12
9급,인쇄,원주,1군지사,2022.12.12
9급,일반기계,인제,3군수지원여단,2022.12.12
9급,일반기계,세종,32사단,2022.12.12
9급,일반기계,대구,50사단,2022.12.12
9급,일반기계,춘천,2군수지원여단,2022.12.12
9급,일반기계,안양,수도방위사령부(안양),2022.12.12
9급,일반기계,전남 광주,31사단,2022.12.12
9급,일반기계,안양,수도방위사령부(안양),2022.12.12
9급,일반기계,세종,종합보급창,2022.12.12
9급,일반기계,세종,32사단,2022.12.12
9급,일반기계,연천,5사단,2022.12.12
9급,일반기계,양주,28사단(양주),2022.12.12
9급,일반기계,창원,종합정비창,2022.12.12
9급,일반기계,임실,35사단,2022.12.12
9급,일반기계,인제,3군수지원여단,2022.12.12
9급,일반기계,제천,탄약사(제천),2022.12.12
9급,일반기계,대구,50사단,2022.12.12
9급,일반기계,대구,50사단,2022.12.12
9급,일반기계,증평,37사단,2022.12.12
9급,일반기계,증평,37사단,2022.12.12
9급,일반기계,부산,53사단,2022.12.12
9급,일반기계,창원,종합정비창,2022.12.12
9급,일반기계,부산,53사단,2022.12.12
9급,일반기계,전남 광주,31사단,2022.12.12
9급,일반기계,임실,35사단,2022.12.12
9급,재활치료,괴산,학생군사학교,2022.12.12
9급,재활치료,강원 고성,22사단,2022.12.12
9급,재활치료,세종,32사단,2022.12.12
9급,재활치료,인제,12사단,2022.12.12
9급,재활치료,증평,37사단,2022.12.12
9급,전기,서울,수도방위사령부,2022.12.12
9급,전기,익산,부사관학교,2022.12.12
9급,전기,인제,3포병여단,2022.12.12
9급,전기,장성,공병학교,2022.12.12
9급,전기,경기 광주,특수전학교,2022.12.12
9급,전기,남양주,동원전력사(남양주),2022.12.12
9급,전기,서울,수도방위사령부,2022.12.12
9급,전기,고양,60사단,2022.12.12
9급,전기,포천,5군수지원여단,2022.12.12
9급,전기,파주,1군단(파주),2022.12.12
9급,전기,남양주,동원전력사(남양주),2022.12.12
9급,전기,양주,28사단(양주),2022.12.12
9급,전기,연천,5사단,2022.12.12
9급,전기,용인,지상작전사,2022.12.12
9급,전기,양주,1군지사(양주),2022.12.12
9급,전기,안양,수도방위사령부(안양),2022.12.12
9급,전기,강릉,1군지사(강릉),2022.12.12
9급,전기,가평,66사단,2022.12.12
9급,전기,삼척,23경비여단,2022.12.12
9급,전기,세종,32사단,2022.12.12
9급,전기,이천,항공사령부,2022.12.12
9급,전기,가평,66사단,2022.12.12
9급,전기,세종,방공학교,2022.12.12
9급,전기,논산,교육사(논산),2022.12.12
9급,전기,이천,7공병여단,2022.12.12
9급,전기,장성,공병학교,2022.12.12
9급,전기,파주,1군단(파주),2022.12.12
9급,전기,장성,공병학교,2022.12.12
9급,전기,논산,교육사(논산),2022.12.12
9급,전기,과천,1방공여단,2022.12.12
9급,전기,고양,1군단,2022.12.12
9급,전기,대구,50사단,2022.12.12
9급,전기,양주,1군지사(양주),2022.12.12
9급,전기,양평,11기동사단(양평),2022.12.12
9급,전기,임실,35사단,2022.12.12
9급,전기,이천,종합정비창(이천),2022.12.12
9급,전기,부산,53사단,2022.12.12
9급,전기,함안,39사단,2022.12.12
9급,전기,세종,32사단,2022.12.12
9급,전기,부산,53사단,2022.12.12
9급,전기,양주,72사단,2022.12.12
9급,전기,영동,탄약사(영동),2022.12.12
9급,전기,논산,교육사(논산),2022.12.12
9급,전기,세종,종합보급창,2022.12.12
9급,전기,창원,종합정비창,2022.12.12
9급,전기,서울,수도방위사령부,2022.12.12
9급,전기,양구,21사단,2022.12.12
9급,전기,안양,수도군단,2022.12.12
9급,전기,고양,1군단,2022.12.12
9급,전기,양주,1군지사(양주),2022.12.12
9급,전기,함안,39사단,2022.12.12
9급,전기,장성,5군지사(장성),2022.12.12
9급,전기,임실,35사단,2022.12.12
9급,전기,고양,1군단,2022.12.12
9급,전산,남양주,동원전력사(남양주),2022.12.12
9급,전산,가평,66사단,2022.12.12
9급,전산,서울,수도방위사령부,2022.12.12
9급,전산,용인,지상작전사,2022.12.12
9급,전산,서울,수도방위사령부,2022.12.12
